,s,l,signal,gold,silver,assets
2713,6,13,17,35,35,111168.74605750733
2714,6,13,18,35,35,108319.42032740533
2715,6,13,19,35,35,109957.61620887331
2716,6,13,20,34,34,118496.0794844755
2717,6,13,21,35,35,103898.66492363752
2718,6,13,22,35,35,103653.12441628517
2719,6,13,23,34,34,110012.39717703084
2720,6,13,24,33,33,116139.22805655176
2721,6,13,25,33,33,117283.23924282109
2722,6,13,26,34,34,112203.90158466042
2723,6,13,27,32,32,103920.65254895316
2724,6,13,28,33,33,104959.47262647974
2725,6,13,29,32,32,111102.12262567405
2726,6,13,30,31,31,118675.90940229114
2727,6,13,31,32,32,115676.28676401374
2728,6,13,32,31,31,117639.81128350135
2729,6,13,33,30,30,111479.82480487769
2730,6,13,34,30,30,107872.7382160211
2731,6,13,35,30,30,109671.36942431933
2732,6,13,36,30,30,103554.57180305393
2733,6,13,37,29,29,106463.26823662469
2734,6,13,38,30,30,103150.37687272295
2735,6,13,39,30,30,102878.93414658768
2736,7,13,2,60,60,130045.96251991969
2737,7,13,3,50,50,154218.64499926273
2738,7,13,4,45,45,174303.3706926339
2739,7,13,5,42,42,156238.8068413641
2740,7,13,6,41,41,141120.3720411555
2741,7,13,7,40,40,128119.25021786675
2742,7,13,8,41,41,126594.2364190796
2743,7,13,9,39,39,125398.48273391195
2744,7,13,10,36,36,118707.38734556167
2745,7,13,11,36,36,115759.32538002142
2746,7,13,12,35,35,117650.81017184988
2747,7,13,13,35,35,119120.14017841771
2748,7,13,14,36,36,111465.01308634618
2749,7,13,15,34,34,104175.74306221174
2750,7,13,16,34,34,111721.19307727754
2751,7,13,17,35,35,106924.51347025798
2752,7,13,18,33,33,106100.52081039501
2753,7,13,19,34,34,109728.67871226795
2754,7,13,20,34,34,114895.96511485055
2755,7,13,21,33,33,116945.64189857185
2756,7,13,22,31,31,127795.31786300239
2757,7,13,23,31,31,110731.6317433677
2758,7,13,24,31,31,104024.94097604918
2759,7,13,25,30,30,111889.17325394845
2760,7,13,26,31,31,104177.62836359779
2761,7,13,27,30,30,111578.69231547668
2762,7,13,28,29,29,113321.21376588946
2763,7,13,29,28,28,115522.1496296631
2764,7,13,30,28,28,111675.21925031493
2765,7,13,31,29,29,109658.86437434386
2766,7,13,32,29,29,89064.87950256105
2767,7,13,33,26,26,93018.09379927567
2768,7,13,34,26,26,92661.1671727592
2769,7,13,35,26,26,92661.1671727592
2770,7,13,36,26,26,92661.1671727592
2771,7,13,37,26,26,92417.32705712612
2772,7,13,38,26,26,97745.45821720942
2773,7,13,39,25,25,101780.47193731488
2774,8,13,2,57,57,140545.34286513543
2775,8,13,3,49,49,151158.16576468782
2776,8,13,4,42,42,161661.74520772355
2777,8,13,5,41,41,146784.9765014246
2778,8,13,6,39,39,146402.11184390396
2779,8,13,7,41,41,126594.2364190796
2780,8,13,8,39,39,125398.48273391195
2781,8,13,9,36,36,113416.24608880987
2782,8,13,10,36,36,115759.32538002142
2783,8,13,11,35,35,101798.48801381049
2784,8,13,12,37,37,92528.53550039293
2785,8,13,13,35,35,92968.68162972754
2786,8,13,14,35,35,90926.631766556
2787,8,13,15,35,35,103752.83296390374
2788,8,13,16,34,34,104732.94796000654
2789,8,13,17,33,33,110345.01020868425
2790,8,13,18,33,33,122401.60254239343
2791,8,13,19,32,32,123884.63244348798
2792,8,13,20,31,31,123380.31711467566
2793,8,13,21,31,31,104336.49518538018
2794,8,13,22,30,30,108161.74721378848
2795,8,13,23,30,30,104885.24663973159
2796,8,13,24,30,30,107201.0754457043
2797,8,13,25,26,26,114785.27823432333
2798,8,13,26,25,25,102681.73741666146
2799,8,13,27,24,24,107135.81272964473
2800,8,13,28,24,24,100799.71951041892
2801,8,13,29,24,24,97015.60255560772
2802,8,13,30,26,26,90229.63350012785
2803,8,13,31,26,26,89870.57213719536
2804,8,13,32,26,26,86934.94838751711
2805,8,13,33,26,26,86934.94838751711
2806,8,13,34,26,26,92156.43859636752
2807,8,13,35,26,26,86190.67683115283
2808,8,13,36,24,24,93492.58723236676
2809,8,13,37,23,23,98258.32041538382
2810,8,13,38,22,22,100706.78879057478
2811,8,13,39,22,22,100706.78879057478
2812,9,13,2,54,54,139952.54659739634
2813,9,13,3,46,46,161120.91509713433
2814,9,13,4,41,41,158230.31715963513
2815,9,13,5,40,40,142930.28825123087
2816,9,13,6,41,41,122974.94841960855
2817,9,13,7,39,39,125398.48273391195
2818,9,13,8,36,36,113416.24608880987
2819,9,13,9,36,36,108348.11676291398
2820,9,13,10,34,34,104083.4767361016
2821,9,13,11,37,37,91830.07590665256
2822,9,13,12,35,35,91899.30274317975
2823,9,13,13,35,35,92402.86869424816
2824,9,13,14,33,33,95211.63175146135
2825,9,13,15,32,32,101379.68120989448
2826,9,13,16,32,32,120889.00271154857
2827,9,13,17,32,32,124220.03450760485
2828,9,13,18,32,32,117196.34880378586
2829,9,13,19,31,31,101256.31125247973
2830,9,13,20,30,30,109247.38795926349
2831,9,13,21,29,29,111782.10156105424
2832,9,13,22,27,27,98136.0792132004
2833,9,13,23,25,25,99480.50175322568
2834,9,13,24,24,24,101053.6386334074
2835,9,13,25,24,24,93460.1154104235
2836,9,13,26,23,23,94589.06049225295
2837,9,13,27,23,23,97012.38962851134
2838,9,13,28,24,24,91438.89312784503
2839,9,13,29,25,25,92601.94625050593
2840,9,13,30,25,25,91174.07585526632
2841,9,13,31,25,25,87745.12529214595
2842,9,13,32,25,25,87745.12529214595
2843,9,13,33,24,24,93357.42138418266
2844,9,13,34,23,23,98309.59234626277
2845,9,13,35,22,22,100759.33835067395
2846,9,13,36,22,22,100568.20864813033
2847,9,13,37,22,22,86650.51634165828
2848,9,13,38,22,22,87942.94897510728
2849,9,13,39,22,22,87455.04906758489
2850,10,13,2,54,54,147995.27280913308
2851,10,13,3,44,44,148104.98158892253
2852,10,13,4,42,42,137264.93435235953
2853,10,13,5,41,41,118221.16945319777
2854,10,13,6,40,40,126120.10615022187
2855,10,13,7,36,36,118707.38734556167
2856,10,13,8,36,36,115759.32538002142
2857,10,13,9,35,35,102444.82353023157
2858,10,13,10,37,37,84622.30483624982
2859,10,13,11,35,35,89148.7569087845
2860,10,13,12,35,35,96390.83779580415
2861,10,13,13,33,33,99745.10275132688
2862,10,13,14,31,31,105859.69600300795
2863,10,13,15,32,32,120387.12747816552
2864,10,13,16,32,32,119925.89980192302
2865,10,13,17,33,33,97993.5632750448
2866,10,13,18,31,31,107348.88221929657
2867,10,13,19,29,29,105435.18282460299
2868,10,13,20,28,28,93234.71583800783
2869,10,13,21,24,24,98694.70061878122
2870,10,13,22,24,24,98533.4394223715
2871,10,13,23,24,24,93460.1154104235
2872,10,13,24,23,23,97212.27369115877
2873,10,13,25,22,22,100519.54576370459
2874,10,13,26,22,22,102362.05639299548
2875,10,13,27,24,24,96604.09058941125
2876,10,13,28,25,25,89059.41126047933
2877,10,13,29,25,25,88322.11492650445
2878,10,13,30,25,25,86732.2093368288
2879,10,13,31,23,23,95812.9016073288
2880,10,13,32,22,22,94409.59912090155
2881,10,13,33,22,22,97033.31952274509
2882,10,13,34,22,22,99843.76878733684
2883,10,13,35,22,22,91206.52171555268
2884,10,13,36,22,22,90700.51578751569
2885,10,13,37,22,22,85793.11865941233
2886,10,13,38,22,22,86172.72337186546
2887,10,13,39,22,22,86799.89235306266
2888,11,13,2,54,54,145930.7534900219
2889,11,13,3,44,44,145030.17910983023
2890,11,13,4,43,43,119055.03457094534
2891,11,13,5,41,41,111943.92714893508
2892,11,13,6,38,38,126147.2068359391
2893,11,13,7,36,36,115759.32538002142
2894,11,13,8,36,36,98538.33410247877
2895,11,13,9,37,37,93338.55465697456
2896,11,13,10,35,35,89572.54192908508
2897,11,13,11,34,34,93186.05352931932
2898,11,13,12,33,33,99591.0962299032
2899,11,13,13,30,30,112304.99875074258
2900,11,13,14,30,30,126487.86763547799
2901,11,13,15,33,33,113385.87451527698
2902,11,13,16,33,33,98893.05570818573
2903,11,13,17,30,30,107075.23477898633
2904,11,13,18,29,29,87488.09265520664
2905,11,13,19,24,24,101201.45702595194
2906,11,13,20,24,24,98533.4394223715
2907,11,13,21,24,24,96964.81406465457
2908,11,13,22,22,22,100659.43223022563
2909,11,13,23,22,22,98213.34103637328
2910,11,13,24,22,22,98909.766960061
2911,11,13,25,23,23,97079.78685931551
2912,11,13,26,25,25,90901.28129644612
2913,11,13,27,25,25,91243.21563060173
2914,11,13,28,25,25,85009.89748209863
2915,11,13,29,22,22,98303.51333283074
2916,11,13,30,22,22,99129.93475056393
2917,11,13,31,22,22,98547.47756660142
2918,11,13,32,22,22,100286.6214362218
2919,11,13,33,22,22,97496.5626357983
2920,11,13,34,22,22,88320.16645786919
2921,11,13,35,22,22,89122.03121111842
2922,11,13,36,22,22,89185.43355468173
2923,11,13,37,22,22,93084.27380088938
2924,11,13,38,23,23,87748.36188186493
2925,11,13,39,23,23,90453.78242077456
2926,12,13,2,50,50,150912.22646305387
2927,12,13,3,46,46,120989.02419807675
2928,12,13,4,43,43,116313.25518339314
2929,12,13,5,40,40,124611.62439758137
2930,12,13,6,37,37,112813.50775653991
2931,12,13,7,36,36,115798.55769809622
2932,12,13,8,37,37,94048.4877406877
2933,12,13,9,35,35,92336.16298923435
2934,12,13,10,34,34,98647.05075293279
2935,12,13,11,33,33,99314.8187825049
2936,12,13,12,30,30,112304.99875074258
2937,12,13,13,30,30,125042.11581721046
2938,12,13,14,31,31,103374.01199215933
2939,12,13,15,31,31,103246.71815723399
2940,12,13,16,29,29,92195.6094695965
2941,12,13,17,28,28,88765.7277110289
2942,12,13,18,25,25,99278.52662364843
2943,12,13,19,24,24,93376.03961802053
2944,12,13,20,23,23,96368.24063928355
2945,12,13,21,22,22,97571.3647020487
2946,12,13,22,22,22,96523.3786914858
2947,12,13,23,22,22,95202.10819490175
2948,12,13,24,25,25,91195.18269678889
2949,12,13,25,25,25,91346.92312202665
2950,12,13,26,25,25,86613.63991933734
2951,12,13,27,22,22,98571.56222082657
2952,12,13,28,22,22,98991.67509936901
2953,12,13,29,22,22,94199.79457930669
2954,12,13,30,22,22,94137.08442856095
2955,12,13,31,22,22,97419.60760225619
2956,12,13,32,22,22,92078.99801414303
2957,12,13,33,22,22,94354.85213900983
2958,12,13,34,20,20,98609.45886649343
2959,12,13,35,20,20,97304.83327295403
2960,12,13,36,21,21,92055.80356819305
2961,12,13,37,21,21,92176.22356310555
2962,12,13,38,21,21,91648.22897563672
2963,12,13,39,21,21,93269.66423087113
2964,1,14,2,132,132,103785.29449809587
2965,1,14,3,111,111,119527.08289491519
2966,1,14,4,101,101,136247.55677132728
2967,1,14,5,91,91,160618.38090435538
2968,1,14,6,83,83,165884.39680075843
2969,1,14,7,80,80,168336.07606576264
2970,1,14,8,75,75,152317.51130374553
2971,1,14,9,75,75,138914.29323326546
2972,1,14,10,75,75,126735.89092639393
2973,1,14,11,74,74,122673.03040001588
2974,1,14,12,69,69,142116.71420166394
2975,1,14,13,66,66,134847.66896322632
2976,1,14,14,65,65,138797.16454639466
2977,1,14,15,64,64,133132.12606054413
2978,1,14,16,67,67,127044.7670667217
2979,1,14,17,65,65,108623.80877627243
2980,1,14,18,64,64,107567.13824819322
2981,1,14,19,64,64,105245.48939556642
2982,1,14,20,68,68,93148.8610424452
2983,1,14,21,68,68,94108.75226111274
2984,1,14,22,68,68,90777.96484327613
2985,1,14,23,68,68,87442.83201395551
2986,1,14,24,66,66,87958.28075375617
2987,1,14,25,66,66,88013.44599065356
2988,1,14,26,66,66,87174.3177449588
2989,1,14,27,63,63,89001.95970543938
2990,1,14,28,65,65,86250.33278920046
2991,1,14,29,64,64,86117.3523434213
2992,1,14,30,65,65,82926.67671630609
2993,1,14,31,64,64,84809.37435189844
2994,1,14,32,64,64,84661.01411442061
2995,1,14,33,64,64,84661.01411442061
2996,1,14,34,66,66,83551.3635989686
2997,1,14,35,63,63,91524.4261256778
2998,1,14,36,63,63,91524.4261256778
2999,1,14,37,63,63,92159.8312173518
3000,1,14,38,63,63,94021.34278563209
3001,1,14,39,62,62,93402.86563068528
3002,2,14,2,95,95,149567.33647923233
3003,2,14,3,83,83,178730.31582560073
3004,2,14,4,75,75,149086.52030599053
3005,2,14,5,67,67,154625.06876818926
3006,2,14,6,64,64,142796.88157902303
3007,2,14,7,58,58,138982.0974867034
3008,2,14,8,55,55,150463.04953943638
3009,2,14,9,53,53,153837.9070812601
3010,2,14,10,55,55,134194.3543869739
3011,2,14,11,51,51,147862.5675468089
3012,2,14,12,48,48,131335.61051511788
3013,2,14,13,48,48,129450.58609970211
3014,2,14,14,48,48,128440.8443982447
3015,2,14,15,48,48,130548.97352790704
3016,2,14,16,48,48,124651.01477805836
3017,2,14,17,49,49,127920.11976780208
3018,2,14,18,49,49,123133.20216570937
3019,2,14,19,51,51,105032.71069511889
3020,2,14,20,52,52,96007.78465087443
3021,2,14,21,51,51,101039.14446914199
3022,2,14,22,49,49,105305.1754683201
3023,2,14,23,51,51,103982.01332070326
3024,2,14,24,51,51,100107.34209618426
3025,2,14,25,52,52,99473.52414542915
3026,2,14,26,53,53,95863.12573818267
3027,2,14,27,50,50,101847.63818112889
3028,2,14,28,49,49,107087.10372968946
3029,2,14,29,48,48,101237.07867024331
3030,2,14,30,47,47,102020.40492655594
3031,2,14,31,48,48,103984.5385004559
3032,2,14,32,48,48,103151.93416078464
3033,2,14,33,47,47,111293.62560519692
3034,2,14,34,47,47,106238.86343857022
3035,2,14,35,47,47,105728.70990890075
3036,2,14,36,46,46,103885.15321734607
3037,2,14,37,46,46,102510.72223392715
3038,2,14,38,46,46,102781.62335496425
3039,2,14,39,45,45,101320.15961006947
3040,3,14,2,83,83,178730.31582560073
3041,3,14,3,67,67,169103.28436150582
3042,3,14,4,65,65,154232.08578230208
3043,3,14,5,58,58,132550.05576751757
3044,3,14,6,54,54,122813.52649573039
3045,3,14,7,49,49,161668.41996758408
3046,3,14,8,48,48,154014.47406687916
3047,3,14,9,45,45,150430.5363417973
3048,3,14,10,44,44,143260.94454198264
3049,3,14,11,45,45,125063.79325819967
3050,3,14,12,45,45,122469.81846170145
3051,3,14,13,45,45,124514.17597326731
3052,3,14,14,44,44,125216.65662721275
3053,3,14,15,44,44,121639.685131502
3054,3,14,16,43,43,107632.05418743563
3055,3,14,17,43,43,107399.74002854353
3056,3,14,18,43,43,98996.53523683774
3057,3,14,19,41,41,120026.38097554471
3058,3,14,20,43,43,113213.22716781199
3059,3,14,21,44,44,109791.71722230988
3060,3,14,22,44,44,114707.81671572402
3061,3,14,23,43,43,119322.9145420225
3062,3,14,24,43,43,116355.38618787233
3063,3,14,25,42,42,114063.36869649684
3064,3,14,26,44,44,114129.53535610202
3065,3,14,27,43,43,112181.49839425088
3066,3,14,28,41,41,123558.67892878482
3067,3,14,29,43,43,113593.55547959697
3068,3,14,30,44,44,106158.4369918189
3069,3,14,31,43,43,104307.38729065578
3070,3,14,32,43,43,106736.59873871022
3071,3,14,33,43,43,106618.80442602222
3072,3,14,34,43,43,107628.51916742827
3073,3,14,35,42,42,109326.24174664884
3074,3,14,36,42,42,106580.25204412831
3075,3,14,37,42,42,106626.67872478305
3076,3,14,38,42,42,104718.03235048763
3077,3,14,39,42,42,105683.77251840524
3078,4,14,2,75,75,149086.52030599053
3079,4,14,3,65,65,154232.08578230208
3080,4,14,4,57,57,127669.16209259491
3081,4,14,5,51,51,141745.2205832925
3082,4,14,6,46,46,175270.06835398683
3083,4,14,7,44,44,179817.12649112815
3084,4,14,8,42,42,157222.66097224352
3085,4,14,9,42,42,138099.7461681378
3086,4,14,10,42,42,133107.23370949714
3087,4,14,11,43,43,118416.63206524788
3088,4,14,12,42,42,124727.79854396153
3089,4,14,13,41,41,111616.67522057246
3090,4,14,14,39,39,116805.27460276913
3091,4,14,15,38,38,117424.90712332056
3092,4,14,16,37,37,125232.03891990334
3093,4,14,17,38,38,122181.12821680302
3094,4,14,18,39,39,119099.23578870452
3095,4,14,19,42,42,115661.12612086792
3096,4,14,20,42,42,113693.63424516581
3097,4,14,21,43,43,104813.98461070104
3098,4,14,22,42,42,109238.01575901157
3099,4,14,23,40,40,119027.7641905477
3100,4,14,24,41,41,108336.53039173938
3101,4,14,25,39,39,111640.6083804137
3102,4,14,26,39,39,105713.98888499972
3103,4,14,27,39,39,102955.6204064892
3104,4,14,28,39,39,109396.44093964735
3105,4,14,29,40,40,106005.5699360067
3106,4,14,30,40,40,107951.42095836996
3107,4,14,31,40,40,105548.76394877363
3108,4,14,32,41,41,105503.22537896829
3109,4,14,33,40,40,102083.98723997502
3110,4,14,34,40,40,88461.43379421212
3111,4,14,35,40,40,87849.44722047437
3112,4,14,36,40,40,87849.44722047437
3113,4,14,37,39,39,85569.70837696847
3114,4,14,38,37,37,108299.96573654332
3115,4,14,39,37,37,107195.36148617144
3116,5,14,2,67,67,154625.06876818926
3117,5,14,3,58,58,132550.05576751757
3118,5,14,4,51,51,141745.2205832925
3119,5,14,5,46,46,168454.79772462582
3120,5,14,6,41,41,167640.1016528292
3121,5,14,7,41,41,151536.03107424334
3122,5,14,8,41,41,143672.16680788324
3123,5,14,9,41,41,115756.83425106034
3124,5,14,10,41,41,113003.2699695431
3125,5,14,11,40,40,127950.28349753338
3126,5,14,12,38,38,125194.31700438369
3127,5,14,13,38,38,115524.45173721894
3128,5,14,14,38,38,113175.34711642191
3129,5,14,15,37,37,118660.61243763911
3130,5,14,16,36,36,123843.39668101475
3131,5,14,17,37,37,113415.81091650555
3132,5,14,18,38,38,112950.66228213307
3133,5,14,19,37,37,110948.88242020416
3134,5,14,20,38,38,106770.58870695494
3135,5,14,21,36,36,112151.19683557964
3136,5,14,22,37,37,109778.42337996376
3137,5,14,23,36,36,113877.83210452292
3138,5,14,24,35,35,118825.86052158843
3139,5,14,25,35,35,120984.14285345688
3140,5,14,26,36,36,110300.08615367179
3141,5,14,27,36,36,112089.19381292081
3142,5,14,28,37,37,108381.57045738734
3143,5,14,29,37,37,97818.59251323443
3144,5,14,30,36,36,98329.58330750356
3145,5,14,31,36,36,99302.6821283215
3146,5,14,32,34,34,110570.64732688642
3147,5,14,33,33,33,107862.45547155937
3148,5,14,34,32,32,105022.44234707499
3149,5,14,35,32,32,107451.83257183479
3150,5,14,36,31,31,109343.22221806055
3151,5,14,37,31,31,106955.74936040356
3152,5,14,38,31,31,101818.96591660357
3153,5,14,39,30,30,101510.52799691114
3154,6,14,2,64,64,142796.88157902303
3155,6,14,3,55,55,120879.99405400867
3156,6,14,4,46,46,175270.06835398683
3157,6,14,5,41,41,167640.1016528292
3158,6,14,6,41,41,150111.87396581922
3159,6,14,7,39,39,142259.88736358084
3160,6,14,8,41,41,128883.21720935297
3161,6,14,9,40,40,117219.51425108749
3162,6,14,10,38,38,126266.78524697163
3163,6,14,11,37,37,113982.47406513288
3164,6,14,12,38,38,112796.26292061407
3165,6,14,13,36,36,112101.27765045814
3166,6,14,14,37,37,111723.43878448001
3167,6,14,15,36,36,120457.09915032345
3168,6,14,16,34,34,117356.69596879698
3169,6,14,17,35,35,108187.87937103564
3170,6,14,18,35,35,113969.54732314043
3171,6,14,19,34,34,113226.55487701738
3172,6,14,20,35,35,103107.22278186434
3173,6,14,21,35,35,106113.57803471755
3174,6,14,22,33,33,120321.38692096551
3175,6,14,23,32,32,123234.76180435892
3176,6,14,24,31,31,115672.33952529781
3177,6,14,25,32,32,102351.21156694277
3178,6,14,26,33,33,102998.23191339374
3179,6,14,27,32,32,111817.70550786734
3180,6,14,28,31,31,117181.95524477477
3181,6,14,29,29,29,121777.55690886838
3182,6,14,30,30,30,115643.07772698796
3183,6,14,31,30,30,108810.0087094896
3184,6,14,32,30,30,109671.36942431933
3185,6,14,33,30,30,104533.42546559054
3186,6,14,34,29,29,104207.92379995396
3187,6,14,35,29,29,104312.93953006291
3188,6,14,36,28,28,106256.63159216326
3189,6,14,37,28,28,105610.94690774566
3190,6,14,38,28,28,88307.31668207249
3191,6,14,39,28,28,90428.15824852133
3192,7,14,2,58,58,138982.0974867034
3193,7,14,3,49,49,161668.41996758408
3194,7,14,4,44,44,179817.12649112815
3195,7,14,5,41,41,151536.03107424334
3196,7,14,6,39,39,142259.88736358084
3197,7,14,7,41,41,127362.48959478593
3198,7,14,8,40,40,126120.10615022187
3199,7,14,9,37,37,117664.1451487457
3200,7,14,10,37,37,114168.43967937822
3201,7,14,11,35,35,119236.94384177196
3202,7,14,12,35,35,119128.57556085703
3203,7,14,13,36,36,111465.01308634618
3204,7,14,14,34,34,103847.85335041342
3205,7,14,15,34,34,108675.0926916355
3206,7,14,16,34,34,110561.028478811
3207,7,14,17,33,33,110482.2730149839
3208,7,14,18,33,33,109521.43103381134
3209,7,14,19,33,33,116643.82030487905
3210,7,14,20,32,32,127387.9117164984
3211,7,14,21,30,30,128297.52267827684
3212,7,14,22,31,31,109034.36865838095
3213,7,14,23,30,30,111889.17325394845
3214,7,14,24,31,31,103594.30681283894
3215,7,14,25,30,30,108257.77209734338
3216,7,14,26,28,28,110142.08727989926
3217,7,14,27,28,28,117381.39988782148
3218,7,14,28,27,27,97517.59706208255
3219,7,14,29,27,27,100099.66556171526
3220,7,14,30,26,26,95957.30806740146
3221,7,14,31,26,26,92567.88171682984
3222,7,14,32,26,26,92661.1671727592
3223,7,14,33,26,26,92661.1671727592
3224,7,14,34,26,26,92734.49186621857
3225,7,14,35,26,26,95383.18145362743
3226,7,14,36,26,26,87366.93704452815
3227,7,14,37,24,24,96547.09469784416
3228,7,14,38,24,24,96547.09469784416
3229,7,14,39,23,23,101305.32774796887
3230,8,14,2,55,55,150463.04953943638
3231,8,14,3,48,48,154014.47406687916
3232,8,14,4,42,42,157222.66097224352
3233,8,14,5,41,41,143672.16680788324
3234,8,14,6,41,41,128883.21720935297
3235,8,14,7,40,40,126120.10615022187
3236,8,14,8,37,37,117664.1451487457
3237,8,14,9,36,36,115759.32538002142
3238,8,14,10,35,35,116212.07231553247
3239,8,14,11,36,36,95528.04398129336
3240,8,14,12,35,35,92968.68162972754
3241,8,14,13,35,35,90926.631766556
3242,8,14,14,35,35,104246.0411470403
3243,8,14,15,33,33,107317.05386238726
3244,8,14,16,33,33,113897.19446395905
3245,8,14,17,33,33,121421.53274616049
3246,8,14,18,32,32,125674.61454779691
3247,8,14,19,31,31,117805.74183642877
3248,8,14,20,31,31,101933.69874873849
3249,8,14,21,30,30,107386.34263572162
3250,8,14,22,31,31,99547.0046226251
3251,8,14,23,27,27,97409.58330479947
3252,8,14,24,25,25,103879.17500928901
3253,8,14,25,24,24,100049.42288392119
3254,8,14,26,24,24,99571.16474575877
3255,8,14,27,24,24,95537.42326276966
3256,8,14,28,24,24,89937.20285722
3257,8,14,29,26,26,87155.53543859233
3258,8,14,30,26,26,85370.47546860304
3259,8,14,31,25,25,89170.73934272582
3260,8,14,32,25,25,89353.11530898472
3261,8,14,33,25,25,88195.7323625598
3262,8,14,34,23,23,98309.59234626277
3263,8,14,35,22,22,101274.33759482075
3264,8,14,36,22,22,100706.78879057478
3265,8,14,37,22,22,101331.8371908362
3266,8,14,38,22,22,92013.18536224878
3267,8,14,39,22,22,86811.561305392
3268,9,14,2,53,53,153837.9070812601
3269,9,14,3,45,45,150430.5363417973
3270,9,14,4,42,42,138099.7461681378
3271,9,14,5,41,41,115756.83425106034
3272,9,14,6,40,40,117219.51425108749
3273,9,14,7,37,37,117664.1451487457
3274,9,14,8,36,36,115759.32538002142
3275,9,14,9,35,35,101412.90097005064
3276,9,14,10,37,37,93512.92546452604
3277,9,14,11,35,35,90922.26301300777
3278,9,14,12,35,35,94555.48708965124
3279,9,14,13,33,33,95040.29455586846
